Baccalaureate Institution,Current Institution,Field of Study,Year,Status
university of oregon,university of oregon,Social Sciences - Archaeology,2011,mention
oregon state university,cornell university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
saint olaf college,oregon health and science university,Life Sciences - Neurosciences,2011,mention
rice university,princeton university,Life Sciences - Ecology,2011,mention
massachusetts institute of technology,massachusetts institute of technology,Physics and Astronomy - Theoretical Physics,2011,mention
university of hawaii at manoa,undecided,Geosciences - other (specify) - Microbial Oceanography,2011,mention
massachusetts institute of technology,northwestern university,Engineering - Biomedical,2011,mention
purdue university northwest,john brown university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
university of virginia main campus,university of san diego,Life Sciences - Computational Biology,2011,mention
rowan university,virginia state university,Engineering - Mechanical,2011,mention
university of california berkeley,purdue university northwest,STEM Education and Learning Research - Engineering Education,2011,mention
state university of new york system,northwestern university,Engineering - Materials,2011,mention
university of notre dame,university of illinois at urbanachampaign,Psychology - Industrial/Organizational,2011,mention
kenyon college,tufts university,Engineering - Biomedical,2011,mention
university of south florida,university of south florida,Engineering - Environmental,2011,mention
stanford university,emory university,Social Sciences - Medical Anthropology,2011,mention
hamline university,montana state university  northern,Life Sciences - Biochemistry,2011,mention
university of california los angeles,university of california los angeles,Psychology - Cognitive,2011,mention
cornell university,stanford university,Life Sciences - Computational Biology,2011,mention
worcester polytechnic institute,university of california san francisco,Life Sciences - Cell Biology,2011,mention
university of minnesota  twin cities,university of washington,Life Sciences - Cell Biology,2011,mention
university of miami,university of miami,Life Sciences - Evolutionary Biology,2011,mention
bentley college,bentley college,Comp/IS/Eng - Information Technology and Organizations,2011,mention
university of the district of columbia,university of illinois at chicago,Social Sciences - Cultural Anthropology,2011,mention
suny at stony brook,suny at stony brook,Life Sciences - Pharmacology,2011,mention
university of miami,university of miami,Life Sciences - Marine Biology,2011,mention
lafayette college,carnegie mellon university,Comp/IS/Eng - Information Technology and Organizations,2011,mention
university of california davis,university of california davis,Engineering - Materials,2011,mention
university of illinois at urbanachampaign,pennsylvania state university,Social Sciences - Communications,2011,mention
emory university,university of california san francisco,Engineering - Bioengineering,2011,mention
carnegie mellon university,john brown university,Chemistry - Bio-inorganic,2011,mention
harvard university,university of california berkeley,Chemistry - Physical,2011,mention
brigham young university hawaii,university of minnesota  twin cities,Engineering - Chemical Engineering,2011,mention
university of missouricolumbia,university of illinois at urbanachampaign,Engineering - Chemical Engineering,2011,mention
arizona state university,arizona state university,Comp/IS/Eng - Scientific Computing and Informatics,2011,mention
clemson university,university of minnesota  twin cities,Engineering - Mechanical,2011,mention
suny college at oswego,suny at stony brook,Psychology - Cognitive,2011,mention
texas am university main campus,university of california berkeley,Physics and Astronomy - Particle Physics,2011,mention
university of california los angeles,university of wisconsinmadison,Engineering - Nuclear,2011,mention
university of california los angeles,university of california los angeles,Engineering - Environmental,2011,mention
amherst college,harvard university,Geosciences - Geochemistry,2011,mention
utah state university,university of northern iowa,Engineering - Chemical Engineering,2011,mention
michigan technological university,michigan technological university,Engineering - Mechanical,2011,mention
rensselaer polytechnic institute,stanford university,Life Sciences - other (specify) - Cancer Biology,2011,mention
massachusetts institute of technology,massachusetts institute of technology,Mathematical Sciences - Geometry,2011,mention
carleton college,massachusetts institute of technology,Chemistry - Inorganic,2011,mention
